" ";"Instrument";"Test";"QC";"QC lot No.";"Target mean";"Target SD";"SDI";"Number of values";"Bias";"Calculated mean";"Calculated SD";"CV%";"Usage"
"";"C6000-A:C1";"GLYCATED HAEMOGLOBIN (NGSP)";"PCA1P";"617429";"9.690";"0.580";"-0.076";"91";"-0.005";"9.646";"0.165";"1.709";"In use"
"";"C6000-B:C2";"GLYCATED HAEMOGLOBIN (NGSP)";"PCA1P";"617429";"9.690";"0.580";"0.081";"245";"0.005";"9.737";"0.171";"1.760";"In use"
"";"C6000-B:C2";"RHD3";"PPA1c H";"617429";"9.820";"0.590";"-0.638";"222";"-0.038";"9.444";"0.258";"2.733";"In use"
"";"C6000-B:C2";"BICARBONATE";"AMM-P";"644006";"30.500";"1.800";"-0.748";"94";"-0.044";"29.154";"1.425";"4.887";"In use"
"";"C6000-B:C2";"AMMONIA";"AMM-P";"644006";"228.000";"15.000";"-0.010";"87";"-0.001";"227.843";"6.438";"2.825";"In use"
"";"C6000-B:C2";"ADENOSINE DEAMINASE FLUID";"ADA 1";"101220";"29.800";"1.800";"0.365";"96";"0.022";"30.457";"1.223";"4.017";"In use"
"";"OSMO1";"Osmolality";"Serim BIOLIQ 2";"45952";"398.000";"9.300";"0.240";"74";"0.006";"400.230";"4.586";"1.146";"In use"
"";"C6000-B:C2";"BICARBONATE";"Serum Multiqual L1";"45951";"14.900";"1.230";"0.095";"6";"0.008";"15.017";"0.806";"5.367";"In use"
"";"C6000-A:C1";"ALBUMIN URINE";"PN PUC";"602712";"30.800";"2.500";"0.442";"123";"0.036";"31.905";"1.204";"3.774";"Study"
"";"C6000-A:C1";"PROTEIN URINE";"PN PUC";"602712";"0.171";"0.014";"0.485";"120";"0.040";"0.178";"0.006";"3.139";"Study"
"";"C6000-A:C1";"CREATININE URINE";"PN PUC";"602712";"8.670";"0.520";"-0.280";"295";"-0.017";"8.525";"0.234";"2.746";"Study"
"";"C6000-A:C1";"PROTEIN CSF";"PNPUC TPC3";"602712";"0.205";"0.021";"0.420";"62";"0.043";"0.214";"0.007";"3.389";"Study"
"";"C6000-A:C1";"IGG CSF";"PNPUC TPC3";"602712";"23.700";"1.900";"-0.367";"109";"-0.029";"23.003";"1.447";"6.289";"Study"
"";"C6000-Test:C1";"H INDEX";"HAEMOL-B";"88270";"200.000";"20.000";"-0.575";"2";"-0.058";"188.500";"10.607";"5.627";"In use"
"";"C6000-Test:C1";"I INDEX";"HAEMOL-B";"88270";"1.000";"1.000";"-1.000";"2";"-1.000";"0.000";"0.000";"Incalculable";"In use"
"";"C6000-Test:C1";"L INDEX";"HAEMOL-B";"88270";"1.000";"15.000";"0.100";"2";"1.500";"2.500";"0.707";"28.284";"In use"
"";"C6000-B:C2";"I INDEX";"HAEMOL-B";"88270";"1.000";"1.000";"-1.000";"151";"-1.000";"0.000";"0.000";"Incalculable";"In use"
"";"C6000-B:C2";"L INDEX";"HAEMOL-B";"88270";"1.000";"15.000";"0.058";"151";"0.868";"1.868";"1.607";"86.047";"In use"
"";"C6000-A:C1";"H INDEX";"HAEMOL-B";"88270";"200.000";"20.000";"-0.500";"3";"-0.050";"190.000";"7.810";"4.111";"In use"
"";"C6000-A:C1";"I INDEX";"HAEMOL-B";"88270";"1.000";"1.000";"-1.000";"3";"-1.000";"0.000";"0.000";"Incalculable";"In use"
"";"C6000-A:C1";"L INDEX";"HAEMOL-B";"88270";"1.000";"15.000";"0.089";"3";"1.333";"2.333";"1.155";"49.487";"In use"
"";"C6000-B";"H INDEX";"HAEMOL-B";"88270";"200.000";"10.000";"-1.040";"5";"-0.052";"189.600";"3.782";"1.994";"In use"
"";"C6000-B:C2";"H INDEX";"HAEMOL-B";"88270";"200.000";"20.000";"-0.339";"152";"-0.034";"193.224";"6.539";"3.384";"In use"
"";"C6000-B:E3-1";"H INDEX";"HAEMOL-B";"88270";"200.000";"20.000";"-0.550";"1";"-0.055";"189.000";"0.000";"0.000";"In use"
"";"C6000-B:E3-1";"I INDEX";"HAEMOL-B";"88270";"1.000";"1.000";"-1.000";"1";"-1.000";"0.000";"0.000";"Incalculable";"In use"
"";"C6000-B:E3-1";"L INDEX";"HAEMOL-B";"88270";"1.000";"15.000";"-0.067";"1";"-1.000";"0.000";"0.000";"Incalculable";"In use"
"";"C6000-A:C1";"CONJUGATED BILIRUBIN";"MAS BILIRUBIN 3";"BC24033A";"177.000";"17.300";"-0.244";"386";"-0.024";"172.779";"6.978";"4.039";"In use"
"";"C6000-A:C1";"TOTAL BILIRUBIN";"MAS BILIRUBIN 3";"BC24033A";"340.000";"22.700";"0.273";"414";"0.018";"346.205";"9.544";"2.757";"In use"
"";"C6000-B:C2";"CONJUGATED BILIRUBIN";"MAS BILIRUBIN-B";"BC24033A";"177.000";"17.300";"-0.129";"338";"-0.013";"174.774";"7.144";"4.088";"In use"
"";"C6000-B:C2";"TOTAL BILIRUBIN";"MAS BILIRUBIN-B";"BC24033A";"340.000";"22.700";"0.102";"385";"0.007";"342.326";"11.669";"3.409";"In use"
"";"C6000-A:E1-1";"THYROGLOBULIN v2";"RIAP L3";"2147";"66.300";"8.300";"-0.088";"153";"-0.011";"65.571";"2.823";"4.306";"Study"
"";"C6000-A:E2-2";"PROGESTERONE III";"RIAP L3";"2147";"101.000";"10.100";"-0.585";"148";"-0.058";"95.094";"3.469";"3.648";"Study"
"";"C6000-A:E2-2";"SERUM FOLATE III";"RIAP L3";"2147";"22.600";"2.700";"0.203";"198";"0.024";"23.148";"1.610";"6.955";"Study"
"";"C6000-A:E1-1";"BETA-HCG";"RIAP L3";"2147";"325.000";"32.500";"-0.907";"165";"-0.091";"295.538";"12.347";"4.178";"Study"
"";"C6000-A:E1-1";"FOLLICLE STIMULATING HORMONE";"RIAP L3";"2147";"55.300";"5.550";"-0.227";"148";"-0.023";"54.040";"1.482";"2.743";"Study"
"";"C6000-A:E1-1";"ALPHA-FETO PROTEIN";"RIAP L3";"2147";"191.000";"19.000";"2.129";"158";"0.212";"231.450";"15.300";"6.611";"Study"
"";"C6000-A:E1-2";"PROLACTIN";"RIAP L3";"2147";"46.700";"4.700";"-0.379";"153";"-0.038";"44.917";"2.273";"5.060";"Study"
"";"C6000-A:E1-2";"CARCINOEMBRYONIC AG";"RIAP L3";"2147";"52.200";"5.200";"0.130";"151";"0.013";"52.876";"3.542";"6.699";"Study"
"";"C6000-A:E1-2";"LUTEINISING HORMONE";"RIAP L3";"2147";"54.700";"5.450";"0.216";"154";"0.022";"55.878";"1.918";"3.432";"Study"
"";"C6000-A:E1-2";"INSULIN";"RIAP L3";"2147";"26.400";"3.300";"0.060";"164";"0.007";"26.598";"0.667";"2.509";"Study"
"";"C6000-A:E2-1";"CA 125";"RIAP L3";"2147";"187.000";"18.500";"0.209";"155";"0.021";"190.874";"10.549";"5.527";"Study"
"";"C6000-A:E2-1";"TESTOSTERONE";"RIAP L3";"2147";"28.700";"2.850";"-0.369";"145";"-0.037";"27.647";"1.631";"5.899";"Study"
"";"C6000-A:E2-1";"CA 19-9";"RIAP L3";"2147";"168.000";"17.000";"-0.297";"164";"-0.030";"162.957";"9.048";"5.553";"Study"
"";"C6000-A:E1-1";"OESTRADIOL III";"RIAP L3";"2147";"1460.000";"146.000";"0.323";"157";"0.032";"1507.191";"47.681";"3.164";"Study"
"";"C6000-B:E3-2";"BETA-HCG";"RIAP L3-B";"2147EC";"325.000";"32.500";"-0.598";"148";"-0.060";"305.552";"19.770";"6.470";"Study"
"";"C6000-A:E2-1";"PARATHYROID HORMONE";"PC V1";"595763";"6.600";"0.590";"0.116";"209";"0.010";"6.668";"0.196";"2.937";"Study"
"";"C6000-A:E2-1";"FERRITIN";"PC V1";"595763";"146.000";"13.100";"-0.119";"44";"-0.011";"144.439";"2.954";"2.045";"Study"
"";"C6000-Test:E2-1";"FERRITIN";"PC V1";"595763";"146.000";"13.100";"0.076";"1";"0.007";"147.000";"0.000";"0.000";"In use"
"";"C6000-A:E2-1";"PARATHYROID HORMONE";"PC V2";"595765";"19.100";"1.530";"0.579";"235";"0.046";"19.985";"0.809";"4.048";"In use"
"";"C6000-A:E2-1";"FERRITIN";"sRIAP L3";"2147 EC";"300.000";"30.000";"0.391";"325";"0.039";"311.743";"11.698";"3.752";"Study"
"";"C6000-A:E1-1";"ALPHA-FETO PROTEIN";"sRIAP L3";"2147 EC";"191.000";"19.000";"-0.193";"10";"-0.019";"187.330";"17.645";"9.419";"Study"
"";"LIAISON XL";"Hepatitis B E Ag";"HBEAG NC";"2540300";"0.030";"0.007";"-0.255";"1";"-0.057";"0.028";"0.000";"0.000";"In use"
"";"C6000-B:C2";"CALCIUM URINE";"Ran-Liq 3";"1238UC";"2.780";"0.140";"0.564";"127";"0.028";"2.859";"0.082";"2.866";"In use"
"";"C6000-B:C2";"MAGNESIUM URINE";"Ran-Liq 3";"1238UC";"6.170";"0.620";"0.396";"134";"0.040";"6.415";"0.214";"3.342";"In use"
"";"C6000-B:C2";"INORGANIC PHOSPHATE URINE";"Ran-Liq 3";"1238UC";"13.800";"1.400";"0.593";"127";"0.060";"14.630";"0.336";"2.297";"In use"
"";"C6000-B:C2";"UREA URINE";"Ran-Liq 3";"1238UC";"289.000";"29.000";"-0.124";"137";"-0.012";"285.408";"9.087";"3.184";"In use"
"";"C6000-B:C2";"URIC ACID URINE";"Ran-Liq 3";"1238UC";"0.850";"0.080";"0.261";"117";"0.025";"0.871";"0.019";"2.163";"In use"
"";"Osmometer3320";"Urine osmolality";"Ran-Liq 3";"1238UC";"874.000";"87.500";"-0.571";"1";"-0.057";"824.000";"0.000";"0.000";"In use"
"";"OSMO1";"Urine osmolality";"Ran-Liq 3";"1238UC";"829.477";"6.181";"-0.103";"87";"-0.001";"828.839";"5.754";"0.694";"In use"
"";"C6000-B:ISE1";"SODIUM URINE";"Ran-Liq 3";"1238UC";"173.000";"10.500";"-0.044";"155";"-0.003";"172.542";"2.917";"1.691";"In use"
"";"C6000-B:ISE1";"POTASSIUM URINE";"Ran-Liq 3";"1238UC";"72.380";"1.480";"0.353";"149";"0.007";"72.903";"2.668";"3.660";"In use"
"";"C6000-B:ISE1";"CHLORIDE URINE";"Ran-Liq 3";"1238UC";"181.000";"13.500";"-0.041";"154";"-0.003";"180.447";"4.717";"2.614";"In use"
"";"C6000-A:C1";"ALBUMIN URINE";"Ran-Liq 3";"1238UC";"62.400";"6.250";"0.120";"79";"0.012";"63.152";"4.030";"6.381";"In use"
"";"C6000-A:C1";"PROTEIN URINE";"Ran-Liq 3";"1238UC";"0.710";"0.070";"0.419";"51";"0.041";"0.739";"0.029";"3.910";"In use"
"";"C6000-A:C1";"UREA URINE";"Ran-Liq 3";"1238UC";"289.000";"29.000";"-0.258";"49";"-0.026";"281.529";"12.017";"4.269";"In use"
"";"C6000-A:C1";"CREATININE URINE";"Ran-Liq 3";"1238UC";"15.500";"1.550";"-0.478";"112";"-0.048";"14.759";"0.386";"2.615";"In use"
"";"C6000-B:C2";"CREATININE URINE";"Ran-Liq 3";"1238UC";"15.500";"1.550";"-0.230";"33";"-0.023";"15.144";"0.181";"1.196";"In use"
"";"C6000-B:C2";"CALCIUM URINE";"Ran-Liq 2";"1237UC";"1.870";"0.100";"0.551";"116";"0.029";"1.925";"0.059";"3.045";"In use"
"";"C6000-B:C2";"MAGNESIUM URINE";"Ran-Liq 2";"1237UC";"2.880";"0.290";"0.728";"122";"0.073";"3.091";"0.119";"3.845";"In use"
"";"C6000-B:C2";"INORGANIC PHOSPHATE URINE";"Ran-Liq 2";"1237UC";"8.230";"0.830";"0.593";"115";"0.060";"8.722";"0.179";"2.052";"In use"
"";"C6000-B:C2";"UREA URINE";"Ran-Liq 2";"1237UC";"149.000";"15.000";"0.039";"122";"0.004";"149.590";"5.571";"3.724";"In use"
"";"C6000-B:C2";"CREATININE URINE";"Ran-Liq 2";"1237UC";"6.680";"0.670";"-0.214";"145";"-0.022";"6.536";"0.139";"2.126";"In use"
"";"C6000-B:C2";"URIC ACID URINE";"Ran-Liq 2";"1237UC";"0.530";"0.050";"0.293";"108";"0.028";"0.545";"0.014";"2.637";"In use"
"";"C6000-B:ISE1";"SODIUM URINE";"Ran-Liq 2";"1237UC";"86.800";"5.200";"-0.361";"138";"-0.022";"84.920";"2.277";"2.681";"In use"
"";"C6000-B:ISE1";"POTASSIUM URINE";"Ran-Liq 2";"1237UC";"27.500";"2.050";"0.771";"137";"0.057";"29.080";"0.792";"2.725";"In use"
"";"C6000-B:ISE1";"CHLORIDE URINE";"Ran-Liq 2";"1237UC";"76.200";"5.700";"0.593";"138";"0.044";"79.582";"1.680";"2.111";"In use"
"";"Osmometer3320";"Urine osmolality";"Ran-Liq 2";"1237UC";"440.000";"44.000";"-0.159";"1";"-0.016";"433.000";"0.000";"0.000";"In use"
"";"OSMO1";"Urine osmolality";"Ran-Liq 2";"1237UC";"437.063";"5.905";"-0.156";"79";"-0.002";"436.139";"5.126";"1.175";"In use"
"";"C6000-A:C1";"ALBUMIN URINE";"Ran-Liq 2";"1237UC";"24.000";"2.400";"0.463";"75";"0.046";"25.111";"5.751";"22.904";"In use"
"";"C6000-A:C1";"PROTEIN URINE";"Ran-Liq 2";"1237UC";"0.130";"0.010";"0.540";"50";"0.042";"0.135";"0.006";"4.105";"In use"
"";"C6000-A:C1";"UREA URINE";"Ran-Liq 2";"1237UC";"149.000";"15.000";"0.024";"50";"0.002";"149.360";"5.772";"3.865";"In use"
"";"C6000-A:C1";"CREATININE URINE";"Ran-Liq 2";"1237UC";"6.680";"0.670";"-0.299";"114";"-0.030";"6.480";"0.191";"2.953";"In use"
"";"LIAISON XL";"Renin";"RENIN L1";"7520330";"27.790";"2.317";"-0.483";"16";"-0.040";"26.672";"1.230";"4.613";"Study"
"";"LIAISON XL";"Renin";"RENIN L2";"7530330";"109.500";"9.100";"-0.602";"15";"-0.050";"104.017";"5.026";"4.832";"Study"
"";"C6000-B:C2";"ADENOSINE DEAMINASE FLUID";"ADA 2";"201220";"141.000";"8.000";"0.193";"132";"0.011";"142.541";"6.342";"4.450";"In use"
"";"C6000-B:C2";"RHEUMATOID FACTOR";"RFCO1";"626899";"22.400";"1.500";"0.949";"29";"0.064";"23.824";"0.658";"2.761";"Study"
"";"C6000-B:C2";"RHEUMATOID FACTOR";"RFCO2";"626900";"51.900";"2.600";"0.810";"29";"0.041";"54.007";"0.968";"1.792";"Study"
"";"C6000-A:C1";"ALBUMIN";"PCCC 1";"525205";"32.100";"1.900";"0.223";"141";"0.013";"32.523";"1.040";"3.197";"In use"
"";"C6000-A:C1";"ALANINE TRANSAMINASE";"PCCC 1";"525205";"48.900";"2.900";"-0.444";"147";"-0.026";"47.612";"0.918";"1.929";"In use"
"";"C6000-A:C1";"ASPARTATE TRANSAMINASE";"PCCC 1";"525205";"44.700";"2.700";"-0.154";"141";"-0.009";"44.284";"0.727";"1.641";"In use"
"";"C6000-A:C1";"CONJUGATED BILIRUBIN";"PCCC 1";"525205";"16.400";"1.300";"-0.159";"151";"-0.013";"16.193";"0.575";"3.551";"In use"
"";"C6000-A:C1";"TOTAL BILIRUBIN";"PCCC 1";"525205";"16.400";"1.000";"0.061";"168";"0.004";"16.461";"0.741";"4.504";"In use"
"";"C6000-A:C1";"TRANSFERRIN";"PCCC 1";"525205";"1.890";"0.110";"0.266";"188";"0.016";"1.919";"0.036";"1.867";"In use"
"";"C6000-A:C1";"CALCIUM";"PCCC 1";"525205";"2.140";"0.090";"0.067";"148";"0.003";"2.146";"0.043";"2.009";"In use"
"";"C6000-A:C1";"GAMMA-GLUTAMYL TRANSFERASE";"PCCC 1";"525205";"58.200";"3.500";"-0.226";"142";"-0.014";"57.408";"1.198";"2.087";"In use"
"";"C6000-A:C1";"GLUCOSE";"PCCC 1";"525205";"5.760";"0.290";"0.093";"130";"0.005";"5.787";"0.127";"2.197";"In use"
"";"C6000-A:C1";"LACTATE DEHYDROGENASE";"PCCC 1";"525205";"164.000";"10.000";"0.132";"155";"0.008";"165.316";"3.862";"2.336";"In use"
"";"C6000-A:C1";"LIPASE";"PCCC 1";"525205";"45.000";"2.700";"-0.346";"161";"-0.021";"44.065";"1.326";"3.010";"In use"
"";"C6000-A:C1";"MAGNESIUM";"PCCC 1";"525205";"0.793";"0.032";"-0.106";"165";"-0.004";"0.790";"0.018";"2.317";"In use"
"";"C6000-A:C1";"PHOSPHATE";"PCCC 1";"525205";"1.190";"0.060";"-0.511";"164";"-0.026";"1.159";"0.024";"2.050";"In use"
"";"C6000-A:C1";"TOTAL PROTEIN";"PCCC 1";"525205";"48.200";"1.900";"0.030";"164";"0.001";"48.256";"1.371";"2.842";"In use"
"";"C6000-A:C1";"HDL CHOLESTEROL";"PCCC 1";"525205";"0.719";"0.058";"0.581";"131";"0.047";"0.753";"0.037";"4.857";"In use"
"";"C6000-A:C1";"CREATINE KINASE Gen 2";"PCCC 1";"525205";"153.000";"9.000";"-0.531";"134";"-0.031";"148.224";"2.076";"1.401";"In use"
"";"C6000-A:C1";"C-REACTIVE PROTEIN";"PCCC 1";"525205";"5.680";"0.210";"-0.079";"156";"-0.003";"5.663";"0.129";"2.276";"In use"
"";"C6000-A:C1";"CREATININE";"PCCC 1";"525205";"88.700";"5.300";"0.118";"417";"0.007";"89.326";"1.994";"2.232";"In use"
"";"C6000-A:C1";"IRON";"PCCC 1";"525205";"19.300";"1.200";"0.174";"152";"0.011";"19.509";"0.469";"2.404";"In use"
"";"C6000-A:C1";"TRIGLYCERIDE";"PCCC 1";"525205";"1.340";"0.070";"0.046";"166";"0.002";"1.343";"0.029";"2.178";"In use"
"";"C6000-A:C1";"URIC ACID";"PCCC 1";"525205";"0.282";"0.014";"0.342";"141";"0.017";"0.287";"0.006";"2.129";"In use"
"";"C6000-A:ISE1";"SODIUM";"s-PCCC 1";"525205";"112.000";"3.000";"0.745";"342";"0.020";"114.234";"2.005";"1.755";"In use"
"";"C6000-A:ISE1";"POTASSIUM";"s-PCCC 1";"525205";"3.490";"0.100";"0.964";"330";"0.028";"3.586";"0.080";"2.236";"In use"
"";"C6000-A:ISE1";"CHLORIDE";"s-PCCC 1";"525205";"83.700";"2.500";"0.298";"342";"0.009";"84.446";"1.836";"2.174";"In use"
"";"C6000-A:C1";"UREA";"s-PCCC 1";"525205";"6.760";"0.340";"-0.469";"267";"-0.024";"6.600";"0.208";"3.154";"In use"
"";"C6000-A:C1";"ALKALINE PHOSPHATASE";"s-PCCC 1";"525205";"101.000";"6.000";"-0.035";"268";"-0.002";"100.791";"5.567";"5.523";"In use"
"";"C6000-A:C1";"TOTAL CHOLESTEROL";"s-PCCC 1";"525205";"2.420";"0.120";"0.061";"264";"0.003";"2.427";"0.054";"2.244";"In use"
"";"C6000-B:E3-2";"HEP A IGM";"PC HAVIGM1";"684476";"0.250";"0.083";"0.419";"20";"0.139";"0.285";"0.007";"2.307";"In use"
"";"LIAISON XL";"Renin";"RENIN L1";"7520332";"27.785";"2.315";"-0.731";"19";"-0.061";"26.092";"1.572";"6.027";"In use"
"";"LIAISON XL";"Renin";"RENIN L2";"7530332";"109.460";"9.113";"-0.524";"20";"-0.044";"104.689";"8.374";"7.999";"Study"
"";"C6000-A:C1";"ALBUMIN URINE";"PP PUC";"64692700";"116.000";"9.000";"-0.208";"84";"-0.016";"114.132";"2.784";"2.439";"Study"
"";"C6000-A:C1";"PROTEIN URINE";"PP PUC";"64692700";"1.290";"0.103";"-0.257";"92";"-0.021";"1.264";"0.024";"1.920";"Study"
"";"C6000-A:C1";"CREATININE URINE";"PP PUC";"64692700";"4.710";"0.280";"-0.542";"186";"-0.032";"4.558";"0.097";"2.128";"Study"
"";"C6000-A:C1";"PROTEIN CSF";"PPPUC TPC3";"646927";"1.550";"0.160";"-0.186";"132";"-0.019";"1.520";"0.026";"1.718";"In use"
"";"C6000-A:C1";"IGG CSF";"PPPUC TPC3";"646927";"129.000";"10.000";"-0.090";"112";"-0.007";"128.098";"4.895";"3.821";"In use"
"";"C6000-A:C1";"ALBUMIN CSF";"PPPUC TPC3";"646927";"116.000";"9.000";"0.573";"121";"0.044";"121.158";"4.841";"3.996";"In use"
"";"C6000-A:C1";"ALBUMIN CSF";"LIQ SFC2";"56532";"333.000";"23.250";"-1.144";"39";"-0.080";"306.392";"9.012";"2.941";"In use"
"";"C6000-B:E3-2";"HEP A IGM";"PC HAVIGM2";"684478";"2.600";"0.350";"-0.484";"20";"-0.065";"2.431";"0.116";"4.792";"In use"
"";"LIAISON XL";"Hepatitis B E Ag";"HBEAG PC";"5960570";"0.475";"0.108";"-0.443";"1";"-0.101";"0.427";"0.000";"0.000";"In use"
"";"C6000-A:E1-1";"proBNP";"PC CARD1";"623415";"127.000";"6.070";"-0.575";"163";"-0.028";"123.507";"4.025";"3.259";"Study"
"";"C6000-A:E1-1";"proBNP";"PC CARD2";"623416";"4868.000";"211.000";"-0.665";"162";"-0.029";"4727.735";"141.411";"2.991";"Study"
"";"C6000-A:E2-1";"HIGH-SENSITIVITY TROPONIN T";"PC TN1";"590216";"26.300";"2.370";"0.595";"163";"0.054";"27.711";"0.850";"3.068";"Study"
"";"C6000-B:E3-2";"HIGH-SENSITIVITY TROPONIN T";"PC TN1-B";"590216";"26.300";"2.370";"0.502";"1";"0.045";"27.490";"0.000";"0.000";"Study"
"";"C6000-B:E3-1";"HIGH-SENSITIVITY TROPONIN T";"PC TN1-B";"590216";"26.300";"2.370";"0.634";"157";"0.057";"27.803";"1.637";"5.887";"Study"
"";"C6000-B:C2";"RHEUMATOID FACTOR";"RFCO1";"590050";"21.300";"1.400";"0.592";"119";"0.039";"22.129";"1.106";"4.996";"Study"
"";"C6000-B:C2";"RHEUMATOID FACTOR";"RFCO2";"590051";"50.900";"2.500";"0.592";"116";"0.029";"52.380";"1.650";"3.150";"Study"
"";"C6000-B:E3-2";"HEP B SURFACE AB";"PC AHBS1";"583922";"2.000";"0.200";"0.048";"172";"0.005";"2.010";"0.055";"2.751";"Study"
"";"C6000-B:E3-2";"HEP B SURFACE AB";"PC AHBS2";"583923";"101.072";"7.000";"0.230";"169";"0.016";"102.684";"4.852";"4.725";"Study"
"";"C6000-B:E3-1";"HEP C ANTIBODY";"PC AHCV1";"613467";"0.059";"0.015";"-0.069";"62";"-0.018";"0.058";"0.003";"5.849";"Study"
"";"C6000-B:E3-1";"HEP C ANTIBODY";"PC AHCV2";"613475";"3.610";"0.360";"1.454";"62";"0.145";"4.133";"0.263";"6.372";"Study"
"";"C6000-A:C1";"GLYCATED HAEMOGLOBIN (NGSP)";"PCA1P-A";"563451";"10.600";"0.320";"-0.041";"191";"-0.001";"10.587";"0.253";"2.393";"Study"
"";"C6000-B:E3-1";"HEP C ANTIBODY";"PC AHCV1";"629660";"0.056";"0.010";"0.214";"231";"0.038";"0.058";"0.003";"5.461";"In use"
"";"C6000-B:E3-1";"HEP C ANTIBODY";"PC AHCV2";"629665";"3.524";"0.150";"0.596";"237";"0.025";"3.613";"0.128";"3.542";"In use"
"";"LIAISON XL";"Rubella IgM";"Rubella IgM NC";"5190440";"10.000";"1.917";"0.000";"20";"0.000";"10.000";"0.000";"0.000";"In use"
"";"LIAISON XL";"Rubella IgM";"Rubella IgM PC";"5560440";"68.000";"11.667";"0.352";"20";"0.060";"72.105";"4.685";"6.497";"In use"
"";"LIAISON XL";"Varicella Zoster Virus IgG";"VZV IgG Neg";"6930400";"28.688";"9.167";"0.044";"18";"0.014";"29.094";"2.826";"9.714";"In use"
"";"LIAISON XL";"Varicella Zoster Virus IgG";"VZV IgG Pos";"6940420";"435.000";"83.333";"-0.322";"18";"-0.062";"408.200";"18.526";"4.538";"In use"
"";"C6000-A:E2-1";"FERRITIN";"sRIAP L1";"2179EC";"20.570";"2.030";"1.097";"290";"0.108";"22.798";"1.591";"6.977";"In use"
"";"C6000-A:E1-2";"FERRITIN";"sRIAP L1";"2179EC";"19.800";"2.000";"2.273";"2";"0.230";"24.345";"1.520";"6.245";"In use"
"";"C6000-A:E1-1";"Free T4 Gen 3";"sRIAP L1";"2179EC";"13.700";"1.700";"-0.060";"250";"-0.007";"13.597";"0.572";"4.209";"In use"
"";"C6000-A:E2-2";"FERRITIN";"sRIAP L1";"2179EC";"19.800";"2.000";"0.945";"1";"0.095";"21.690";"0.000";"0.000";"In use"
"";"C6000-B:C2";"PARACETAMOL 2";"RIAP L1-B";"2179EC";"153.000";"15.500";"0.070";"123";"0.007";"154.079";"8.861";"5.751";"In use"
"";"C6000-B:E3-2";"BETA-HCG";"RIAP L1-B";"2179EC";"11.400";"1.140";"0.060";"141";"0.006";"11.468";"0.681";"5.935";"In use"
"";"C6000-B:E3-1";"THYROID STIMULATING HORMONE";"RIAP L1-B";"2179EC";"0.136";"0.014";"0.002";"141";"0.000";"0.136";"0.008";"6.233";"In use"
"";"C6000-A:E2-2";"Anti-Mullerian Hormone";"PC AMH 1";"670151";"8.000";"0.560";"0.359";"9";"0.025";"8.201";"0.391";"4.772";"In use"
"";"C6000-A:E2-2";"Anti-Mullerian Hormone";"PC AMH 2";"670154";"39.700";"1.990";"0.548";"9";"0.027";"40.790";"1.953";"4.789";"In use"
"";"C6000-A:E1-2";"ADRENOCORTICOTROPIC HORMONE";"PC MM1";"563238";"9.370";"0.970";"1.579";"5";"0.164";"10.902";"0.481";"4.411";"In use"
"";"C6000-A:E1-1";"ADRENOCORTICOTROPIC HORMONE";"PC MM1";"563238";"9.500";"0.500";"1.279";"24";"0.067";"10.140";"0.846";"8.348";"In use"
"";"C6000-A:E1-2";"ADRENOCORTICOTROPIC HORMONE";"PC MM2";"563239";"216.000";"21.600";"-0.313";"5";"-0.031";"209.240";"15.877";"7.588";"In use"
"";"C6000-A:E1-1";"ADRENOCORTICOTROPIC HORMONE";"PC MM2";"563239";"207.300";"10.800";"-0.830";"25";"-0.043";"198.340";"13.210";"6.660";"In use"
"";"LIAISON XL";"Insulin-like growth factor I";"IGF-1 L1";"1412083";"54.000";"7.233";"0.278";"4";"0.037";"56.008";"6.073";"10.843";"Study"
"";"LIAISON XL";"Insulin-like growth factor I";"IGF-1 L2";"1422083";"253.000";"29.333";"-0.357";"3";"-0.041";"242.533";"21.177";"8.732";"Study"
"";"LIAISON XL";"Herpes Simplex Virus 2 IgG";"HSV-2 IgG NC";"6700400";"0.500";"0.167";"0.000";"23";"0.000";"0.500";"0.000";"0.000";"In use"
"";"LIAISON XL";"Herpes Simplex Virus 2 IgG";"HSV-2 IgG PC";"6710400";"2.700";"0.433";"-0.266";"23";"-0.043";"2.585";"0.102";"3.942";"In use"
"";"OSMO1";"Osmolality";"Serim BIOLIQ 1";"45931";"311.000";"3.833";"0.206";"114";"0.003";"311.789";"2.798";"0.898";"In use"
"";"C6000-B:C2";"RHD3";"PNA1c H";"617428";"5.700";"0.340";"-0.046";"224";"-0.003";"5.684";"0.127";"2.241";"In use"
"";"LIAISON XL";"Toxoplasma IgG";"Toxo IgG NC";"8370470";"3.000";"0.650";"0.000";"16";"0.000";"3.000";"0.000";"0.000";"In use"
"";"LIAISON XL";"Toxoplasma IgG";"Toxo IgG PC";"8380470";"21.614";"3.333";"0.026";"16";"0.004";"21.700";"1.731";"7.975";"In use"
"";"LIAISON XL";"Hepatitis B E Ab";"a-HBeNeg";"2550271";"2.397";"0.375";"0.004";"11";"0.001";"2.398";"0.006";"0.251";"In use"
"";"LIAISON XL";"Hepatitis B E Ab";"a-HBePos";"5980581";"0.595";"0.102";"0.217";"11";"0.037";"0.617";"0.035";"5.658";"In use"
"";"LIAISON XL";"Toxoplasma IgM";"Toxo IgM NC";"5380430";"3.331";"0.667";"-0.004";"9";"-0.001";"3.329";"0.359";"10.788";"In use"
